ID COMERCIO,EMPRESA,DIRECCION,TELEFONOS,PROPIETARIO,ANTIGÜEDAD,MAYORISTA,MINORISTA,SERVICIOS,TIPO,FAMILIAR?,RUC,LATITUD,LONGITUD,RUBRO
963,PELUQUERIA PATYSITO,0,973867187,MUJER,1,NO,SÍ,NO,MICRO,NO,0,-23.403868,-57.439785,BARES Y COPETINES
964,BODEGA PATO,AVDA HERMINIO MENDOZA E/ PEDRO JUAN CABALLERO,,HOMBRE,0,NO,SÍ,NO,MICRO,NO,,-23.402632,-57.448052,BARES Y COPETINES
965,APITA MODAS ,PROFESOR GUILLERMO CABRAL CASI PADRE MARCELINO MEDINA,0,MUJER,16,NO,SÍ,NO,MICRO,SÍ,0,-23.406585,-57.439882,ELECTRODOMESTICOS
966,CAT- CARS,AVENIDA PINEDO CASI PADRE MARCELINO MEDINA,971218776,HOMBRE,24,NO,SÍ,NO,MICRO,NO,242572-5,-23.403759,-57.438766,ELECTRODOMESTICOS - Reparaciones
967,HELADERIA CHIQUI,AVENIDA PINEDO CASI PADRE MARCELINOMEDINA,973587796,MUJER,12,NO,SÍ,NO,MICRO,NO,0,-23.403375,-57.441072,POLARIZADOS - Edificios y Oficinas
968,MINIMERCADO AVALOS,JORGE SEBASTIAN MIRANDA Y OBRERO,976389643,HOMBRE,36,NO,SÍ,NO,MICRO,1,3391141-0,-23.395912,-57.446201,SUPERMERCADOS
969,FINANCIERA SOLAR SAECA,MARISCAL ESTIGARRIBIA/YEGROS,331243466,ORGANIZACION,120,NO,NO,SÍ,MICRO,NO,80002283-1,-23.40765,-57.44271,MERCERIAS
970,DESPENSA Y CARNICERIA E Y M,PROF. MERALDA DE ORTELLADO Y OBRERO,986398506,MUJER,36,NO,SÍ,NO,MICRO,NO,0,-23.396069,-57.447145,ROPAS SEMI-NUEVAS
971,EDUVIGIS,OBRERO ESQ. FRANCISCA BERNAL,986606504,MUJER,1,NO,SÍ,NO,MICRO,NO,0,-23.395991,-57.448153,BARES Y COPETINES
972,SAN BLAS ,PDTE FRANCO E/ 14 DE MAYO,240523,MUJER,276,SÍ,NO,NO,MICRO,SÍ,3.441.939-0,-23.40721,-57.44195,HOTELES
973,LOMITERIA SARHA ,AVENIDA PINEDO CASI PADRE MARCELINO MEDINA ,975257914,MUJER,16,NO,SÍ,NO,MICRO,NO,6276119-6,-23.405463,-57.438616,FINANCIERAS
974,COMERCIAL ENZO,0,0,,0,NO,NO,NO,,,0,-23.40844,-57.43987,ABOGADOS
975,TALLER DE MOTO ALFREDO BENITEZ,1RO DE MARZO Y OBRERO,971566975,HOMBRE,120,NO,NO,SÍ,MICRO,NO,0,-23.396522,-57.449248,ALMACENES RAMOS GENERALES
976,MARAVILLA COMERCIAL,0,0,,0,NO,NO,NO,,,0,-23.4084,-57.43957,ELECTRONICA - Instalaciones
977,COMEDOR DANI,0,0,,0,NO,NO,NO,,,0,-23.40835,-57.4399,SUPERMERCADOS
978,EDU NOVEDADES,0,0,,0,NO,NO,NO,,,0,-23.40845,-57.43952,FRUTERIAS
979,YPANE F.M,BRASIL C/ GRAL. GARAY,242711,ORGANIZACION,0,NO,NO,SÍ,MICRO,SÍ,80029603-6,-23.4075,-57.44578,AUTOMOTORES - Cambio de Aceite y Filtros - Ver: Lubricantes y Filtros
980,CASA GALI,SCREIBERT E/ MAYOR LORENZO MEDINA Y DON BOSCO,331242743,HOMBRE,360,SÍ,SÍ,NO,PEQUEÑA,NO,1587624-1,-23.40803,-57.44051,PANADERIAS
981,COMERCIAL ALVAREZ ,DON BOSCO Y SCREIBERT ,242235,MUJER,360,NO,SÍ,NO,MICRO,SÍ,934565-5,-23.40465,-57.44013,BODEGAS
982,UVALDO MARTINEZ,OBRERO Y ISMAEL GONZÁLEZ,971810482,HOMBRE,240,NO,SÍ,NO,MICRO,NO,0,-23.395794,-57.450278,ZAPATERIAS - Ver: Calzados
983,JOYERÍA RD,AV AGUSTÍN FERNANDEZ DE PINEDO,971823566,HOMBRE,264,NO,SÍ,NO,MICRO,NO,0,-23.40801,-57.44104,GOMERIAS
984,ANA COLECTION,AVDA. PINEDO Y MCAL. LÓPEZ,983345835,MUJER,108,NO,SÍ,NO,MICRO,NO,3678734-5,-23.409529,-57.441952,LIBRERIAS
985,SAN JOSÉ S.A,CORONEL MARTINEZ Y YEGROS,331243337,ORGANIZACION,180,NO,SÍ,NO,MICRO,SÍ,80021676-8,-23.410238,-57.444366,FERRETERIAS
986,CRD DESPENSA ,TE JOSE GOMEZ Y 14 DE MAYO ,976813087,MUJER,60,NO,SÍ,NO,MICRO,SÍ,0,-23.39305,-57.44276,DESPENSAS
987,YSAPY,MCAL. ESTIGARRIBIA Y YEGROS,0,HOMBRE,300,NO,SÍ,NO,MICRO,SÍ,0,-23.408623,-57.442752,AUTOMOTORES - Talleres Mecanicos
988,MI RINCÓN ,YEGROS Y CNEL. MARTINEZ,331240404,HOMBRE,144,NO,NO,SÍ,MICRO,SÍ,707883-8,-23.410268,-57.442070,BARES Y COPETINES
989,SALÓN DE BELLEZA CLAUDIA,CNEL. MARTINEZ C/ AVDA. PINEDO,0,MUJER,0,NO,NO,SÍ,MICRO,SÍ,0,-23.410169,-57.441523,JUEGOS DE AZAR
990,TALLER ELECTROMECANICO,CNEL. MARTINEZ C/ AVDA. PINEDO,331241644,HOMBRE,0,NO,NO,SÍ,MICRO,SÍ,0,-23.410228,-57.441909,DESPENSAS
991,VÍCTOR HUGO ,PROFESOR MIANICOFF,971414109,MUJER,240,NO,SÍ,NO,MICRO,SÍ,0,-23.39331,-57.4439,BODEGAS
992,DESPENSA RUBI,CAPITAN MANUEL IRALA ESQ. 1RO DE MARZO,,,0,NO,NO,NO,,,,-23.396936,-57.449012,PIZZAS - Fabricas
993,FOTO AVALOS,CPTAN MANUEL IRALA FERNANDEZ ESQ. FRANCISCA BERNAL,973696573,,0,NO,NO,NO,,,,-23.396936,-57.448089,HAMBURGUESAS - Servicios de
994,ROSANA,JORGE SEBASTIÁN MIRANDA ,982960768,MUJER,65,NO,SÍ,NO,MICRO,SÍ,2992443-0,-23.39227,-57.4462,MOTOCICLETAS - Representantes
995,DISTRICAR YVERA,BERNARDINO CABALLERO,986562109,HOMBRE,12,NO,NO,SÍ,MICRO,SÍ,1638158-0,-23.409726,-57.439957,CAFE - Distribuidores
996,PESCADERÍA VELÁZQUEZ ,MONSEÑOR LASCHI IRIGOYEN,0,HOMBRE,0,NO,SÍ,NO,MICRO,NO,,-23.41997,-57.44265,DULCES - Distribuidores
997,PESCADERÍA EL PESCADOR 1,MONSEÑOR BENIGNO LASCHI C/ IRIGOYA,971892337,HOMBRE,120,NO,SÍ,NO,MICRO,SÍ,0,-23.41997,-57.44265,PRODUCTOS LACTEOS - Distribuidores
998,DEPOSITO DE HARINA SEM AGRO,OBRERO C/ PROF MERALDA DE ORTELLADO,972101396,HOMBRE,48,SÍ,SÍ,NO,MICRO,NO,80044600-3,-23.395892,-57.447102,POLLOS FAENADOS - Distribuidores
999,DESPENSA Y CARNICERÍA DON ISI ,ELADIO CABRAL C/ MADRE CONCEPCIONERA,240485,MUJER,48,NO,SÍ,NO,MICRO,SÍ,2965010-0,-23.41997,-57.44247,PRENDAS - Ver. Ropas
1000,PERLA NORTE,AVDA. BERNARDINO CABALLERO C/ AVDA PINEDO,241338,HOMBRE,144,SÍ,SÍ,NO,PEQUEÑA,SÍ,80066150-8,-23.409618,-57.440804,MERCERIAS
1001,LA ESMERALDA ,MAYOR LORENZO MEDINA C/ ESCREIBER ,,,0,NO,NO,NO,,,,0,0,BODEGAS
1002,RPM,JORGE S. MIRANDA ESQ. OBRERO,985885416,HOMBRE,18,NO,SÍ,NO,MICRO,NO,3403332-7,-23.395794,-57.446094,DESPENSAS
1003,DIVISERVICE,MCAL. ESTIGARRIBIA C/ 14 DE MAYO,971229312,HOMBRE,2,NO,SÍ,NO,MICRO,SÍ,4942458-0,-23.408481,-57.443057,AGROPECUARIAS
1004,CPETIN CAACUPE,MCAL. LOPEZ C/ AVDA. PINEDO,972524589,MUJER,60,NO,NO,SÍ,MICRO,NO,0,-23.409504,-57.441373,ELECTRODOMESTICOS - Distribuidoras
1005,LA ELEGANCIA,MCAL. LÓPEZ Y 14 DE MAYO,972123729,HOMBRE,36,NO,NO,SÍ,MICRO,NO,0,-23.409421,-57.443959,TELEFONIA - Cabinas Publicas
1006,AL PASO,YEGROS Y MCAL. LÓPEZ,331240925,HOMBRE,216,NO,NO,SÍ,MICRO,SÍ,1279568-2,-23.409578,-57.441931,AUTOMOTORES - Talleres Mecanicos
1007,DON PITA PAN,PLAZA AGUSTIN F. DE PINEDO,982487771,HOMBRE,6,NO,NO,SÍ,MICRO,SÍ,6630205-6,-23.408889,-57.442038,PERFUMERIAS
1008,TÍA OLI,PLAZA AGUSTÍN F. DE PINEDO,976915739,MUJER,3,NO,NO,SÍ,MICRO,SÍ,0,-23.409027,-57.442017,INTERNET - Cyber
1009,WINNER SPORT,MCAL. LÓPEZ Y YEGROS,972691748,MUJER,60,NO,SÍ,NO,MICRO,NO,1830796-5,-23.409657,-57.443218,FOTOGRAFIAS
1010,HOC CELL,AVDA. PINEDO Y MÉDICOS DEL CHACO,331241509,HOMBRE,24,NO,SÍ,NO,MICRO,SÍ,2377564-5,-23.402765,-57.441137,DESPENSAS
1011,ESTILO HOGAR CONCEPCIÓN,AVDA. PINEDO C/ 13 TUYUTI,331241930,HOMBRE,130,NO,SÍ,NO,MICRO,SÍ,1278676-4,-23.403238,-57.441244,DESPENSAS
1012,VR PUBLICITARIA,AVDA. PINEDO C/ SOLDADO DESCONOCIDO,331240809,MUJER,50,SÍ,NO,NO,MICRO,SÍ,3541439-1,-23.40543,-57.44385,CELULAR - Aparatos
1013,MARIAM,MADRINAS DE GUERRA C/PINEDO,971727588,HOMBRE,78,NO,NO,SÍ,MICRO,SÍ,0,-23.398,-57.44028,DESPENSAS
1014,RENE,AVDA. PINEDO C/ MADRINA DE GUERRA,991498137,HOMBRE,35,NO,NO,SÍ,MICRO,SÍ,0,-23.39791,-57.44102,FOTOGRAFIAS
1015,MBURIKAO,TTE. ROJAS SILVA,971807670,HOMBRE,200,NO,NO,SÍ,MICRO,SÍ,0,-23.404143,-57.431073,SALONES PARA EVENTOS
1016,MINI PLUS,TTE. ROJAS SILVA C/ PAI PÉREZ,971814833,MUJER,24,NO,SÍ,NO,MICRO,SÍ,0,-23.403119,-57.431417,DESPENSAS
1017,GALEANO,PAI PÉREZ C/ 13 TUYUTI,971278223,HOMBRE,350,NO,NO,SÍ,MICRO,SÍ,0,-23.400874,-57.439570,BEBIDAS - Depositos de
1018,VETERINARIA 4 PATAS,AVDA. BOQUERÓN C/ PAÍ PÉREZ,971469724,MUJER,18,NO,SÍ,NO,MICRO,NO,2015625-0,-23.40218,-57.4398,DESPENSAS
1019,P.P COMERCIAL,PAÍ PÉREZ 548,331240632,HOMBRE,1,NO,SÍ,NO,MICRO,SÍ,884873-4,-23.39765,-57.43934,ODONTOLOGIA - Clinicas
1020,LA AGUADA,PAÍ PÉREZ 564 C/ MEDICOS DEL CHACO,975385834,MUJER,264,NO,SÍ,NO,MICRO,SÍ,0,-23.39745,-57.93925,SALES MINERALES
1021,BENITEZ,TADEO AVALOS C/ RUTA LORETO,981348822,HOMBRE,120,NO,SÍ,NO,MICRO,SÍ,0,-23.39779,-57.43841,BOUTIQUES
1022,DESPENSA BELLE,TTE. TADEO AVALOS C/ MADRINA DE GUERRA,984170606,MUJER,96,NO,SÍ,NO,MICRO,SÍ,0,-23.39832,-57.43855,COMEDORES
1023,CLINICAO,AVDA. BOQUERÓN C/ PAÍ PÉREZ,971805261,HOMBRE,6,NO,SÍ,NO,MICRO,NO,6779784-9,-23.40223,-57.43949,DESPENSAS
1024,EUGENIA,TTE. TADEO AVALOS C/ 13 TUYUTI,331242324,MUJER,600,NO,SÍ,NO,MICRO,SÍ,599988-8,-23.90211,-57.439,AUTOMOTORES - Talleres Mecanicos
1025,M.R ,MEDICOS DEL CHACO Y PAÍ PÉREZ,0,HOMBRE,0,NO,NO,SÍ,MICRO,NO,0,-23.396483,-57.439055,GOMERIAS
1026,SAN JOSÉ,AVDA. PINEDO C/ MADRINA DE GUERRA,975287188,HOMBRE,24,SÍ,NO,NO,MICRO,NO,3419395-2,-23.403198,-57.441158,CARNICERIAS
1027,LA MISIONERA,AVDA. PINEDO C/ 13 TUYUTI,331242520,MUJER,84,SÍ,NO,NO,MICRO,SÍ,4393661-0,-23.405798,-57.441030,ESTACIONES DE SERVICIOS
1028,TODO POR 20.000,AVDA. PINEDO Y 13 TUYUTI,973119190,HOMBRE,4,SÍ,NO,NO,MICRO,SÍ,2384172-9,-23.398905,-57.447338,DESPENSAS
1029,MITO,13 TUYUTI C/ AVDA. PINEDO,0,HOMBRE,120,NO,SÍ,NO,MICRO,NO,2049417-3,-23.406152,-57.441072,BOUTIQUES
1030,OSCAR,PAÍ PÉREZ C/ SOLDADO DESCONOCIDO,331240618,HOMBRE,168,NO,SÍ,NO,MICRO,NO,1423804-7,-23.401859,-57.438583,BEBIDAS - Depositos de
1031,RAMONITA,13 TUYUTI E/ PAÍ PÉREZ,971898598,MUJER,60,NO,SÍ,NO,MICRO,SÍ,0,-23.408437,-57.439120,COMEDORES
1032,LO DE ROMI,13 TUYUTI C/ AVDA. PINEDO,0,MUJER,2,NO,NO,SÍ,MICRO,SÍ,0,-23.406940,-57.441115,DESPENSAS
1033,COPIAS ZONA ZERO,AVDA. PINEDO Y SOLDADO DESCONOCIDO,331241087,HOMBRE,96,NO,SÍ,NO,MICRO,SÍ,3684569-8,-23.401623,-57.438369,DESPENSAS
1034,RELOJERIA SUIZA,PTE. FRANCO C/ GRAL. GARAY,331240438,MUJER,648,SÍ,NO,SÍ,MICRO,SÍ,288637-5,-23.407826,-57.444549,VERDULERIAS
1035,KATHERIN BOUTIQUE,PTE. FRANCO C/ GRAL. GARAY,242841,MUJER,240,NO,SÍ,NO,MICRO,SÍ,1233968-7,-23.409539,-57.444592,DESPENSAS
1036,AUTOSERVICE VIRGEN DEL CARMEN,GRAL.GARAY C/ BRASIL,242878,MUJER,360,NO,SÍ,NO,MICRO,SÍ,619966-6,-23.407196,-57.444678,LAVADEROS DE AUTOVEHICULOS
1037,EL HELADERO,GRAL. GARAY ESQ/ BRASIL,976865750,HOMBRE,60,NO,SÍ,NO,MICRO,NO,0,-23.406783,-57.444785,ESTUDIOS CONTABLES
1038,ML MULTIMARCAS,BRASIL C/ 14 DE MAYO ,984138020,MUJER,48,NO,SÍ,NO,MICRO,SÍ,3471298-4,-23.406724,-57.443412,AUTOMOTORES - Talleres Mecanicos
1039,TERESA DE JESUS,BRASIL C/ 14 DE MAYO,331242117,MUJER,60,NO,NO,SÍ,MICRO,NO,968668-1,-23.406743,-57.443004,CARNICERIAS
1040,PELUQUERIA ROSI,14 DE MAYO C/ BRASIL,981749633,MUJER,48,NO,SÍ,SÍ,MICRO,SÍ,5197551-0,-23.407334,-57.443562,JUGOS NATURALES
1041,TERESA DECORACIONES,BRASIL C/ 14 DE MAYO,242006,MUJER,360,SÍ,NO,NO,MICRO,SÍ,856261-0,-23.407018,-57.444205,AUTOMOTORES - Talleres Mecanicos
1042,TALLER SAN CARLOS ,BRASIL C/ PTE. FRANCO,331241992,HOMBRE,432,NO,NO,SÍ,MICRO,NO,709400-0,-23.407570,-57.443905,GASTRONOMIA - Materia Prima
1043,RAQUEL NOVEDADES,MCAL. ESTIGARRIBIS C/ AVDA. PINEDO,972656068,HOMBRE,96,SÍ,NO,NO,MICRO,SÍ,1706067-2,-23.408476,-57.441995,FOTOGRAFIAS
1044,DESPENSA ANA KAURA,BERNARDO ROJAS,972874526,MUJER,24,NO,SÍ,NO,MICRO,SÍ,0,-23.419404,-57.438133,VESTIDOS DE NOVIA - Alquileres
1045,DESPENSA ELIAS,MADRE CONCEPCIONERA C/ DOMINGO ROBLEDO,0,MUJER,24,NO,SÍ,NO,MICRO,SÍ,0,-23.419562,-57.439485,GASTRONOMIA - Servicios
1046,DESPENSA DOS HERMANOS,MADRES CONCEPCIONERAS C/AVDA PINEDO,972138334,MUJER,180,NO,SÍ,NO,MICRO,SÍ,0,-23.420487,-57.440686,ARTICULOS DE BAZAR
1047,DESPENSA RODRIGUEZ,,971188169,HOMBRE,240,NO,SÍ,NO,MICRO,SÍ,0,-23.420448,-57.440493,BOUTIQUES
1048,LIBRERIA SF,JUAN JOSE GAMARRA Y TTE LUIS PARRA,0,ORGANIZACION,180,NO,SÍ,NO,MICRO,SÍ,3414081-6,-23.419817,-57.440300,SALONES DE BELLEZA
1049,MC ELECTRODOMESTICOS,ANTONIO CABALLERO Y TTE CABRERA,331240371,MUJER,36,NO,SÍ,NO,MICRO,SÍ,3698313-6,-23.420428,-57.440085,PELUQUERIAS
1050,MARIA INES,CARLOS ANTONIO LOPEZ ESQ. MARISCAL ESTIGARRIBIA,242901,MUJER,132,NO,SÍ,SÍ,MICRO,SÍ,1379802-0,-23.408840,-57.451329,CONSULTORAS JURIDICAS
1051,VICTORINA COLMAN,ANTONIA CABRERA Y TTE CABRERA,240087,MUJER,180,NO,SÍ,NO,MICRO,SÍ,954847-9,-23.420487,-57.440150,ABOGADOS
1052,SPORT MANIA ,AVDA PINEDO,971807790,MUJER,96,NO,SÍ,NO,MICRO,NO,3502969-2,-23.409204,-57.440901,BODEGAS
1053,TALLER DE MOTO NENE,GUILLERMO CABRAL C/BERNARDINO CABALLERO,971834270,HOMBRE,96,NO,NO,SÍ,MICRO,NO,586130-6,-23.408437,-57.439120,ARTICULOS DE LIMPIEZA
1054,VERDULERIA AMAMBAY,PROFESOR GUILLERMO CABRAL,0,HOMBRE,120,NO,SÍ,NO,MICRO,SÍ,0,-23.410426,-57.439978,PRENDAS - Ver. Ropas
1055,CARNICERIA SANTA ANA,PROFESOR CABRAL,331241666,HOMBRE,60,NO,SÍ,NO,MICRO,SÍ,0,-23.409066,-57.440000,FINANCIERAS
1056,SHARAT CELL,AVDA BERNARDINO CABALLERO C/PROF CABRAL,0,HOMBRE,84,NO,SÍ,NO,MICRO,SÍ,0,-23.408673,-57.437704,CASAS DE CAMBIOS
1057,DIGITAL 3,BERNARDINO CABALLERO C/ PROFESOR CABRAL,972936770,HOMBRE,72,NO,NO,SÍ,MICRO,NO,1617912-9,-23.408515,-57.439785,DESPENSAS
1058,COMEDOR DE YANDIRA,BERNARDINO CABALLERO C/PROFESOR CABRAL,982665915,MUJER,36,NO,SÍ,NO,MICRO,SÍ,1909916-9,-23.409461,-57.439034,ARTICULOS DE LIMPIEZA
1059,TODO POR 20MIL,BERNARDINO CABALLERO C/PROFESOR CABRAL,983781256,HOMBRE,10,NO,SÍ,NO,MICRO,SÍ,6019652-1,-23.408476,-57.438991,CARNICERIAS
1060,CASA CARDOZO,AV BERNARDINO CABALLERO ,0,HOMBRE,300,NO,SÍ,NO,MICRO,SÍ,2180084-7,-23.409322,-57.432017,AUTOMOTORES - Repuestos y Accesorios
1061,CRISPIN GALEANO,PADRE MEDINA,242371,HOMBRE,600,SÍ,SÍ,NO,MICRO,SÍ,935792-0,-23.403690,-57.438455,GASTRONOMIA - Servicios
1062,MI LIMÓN COMPLEMENTOS,AV PINEDO,0,MUJER,0,NO,SÍ,NO,,,0,-23.409786,-57.441352,MOTOCICLETAS - Taller
1063,LIBRERIA ROCIO ,AVENIDA PINEDO ENTRE ROY BERNAL Y BERNARDINO CABALLERO,240323,HOMBRE,300,NO,SÍ,NO,MICRO,SÍ,537058-2,-23.409854,-57.441287,MERCERIAS
1064,ONDA NORTE,PROFESOR CABRAL C/BERNARDINO CABALLERO,982210329,HOMBRE,12,NO,SÍ,NO,MICRO,SÍ,1561514-6,-23.409204,-57.439892,RADIOEMISORAS
1065,3 DE FEBRERO ,PROF. CABRAL C/AVDA BERNARDINO CABALLERO,971961297,MUJER,120,NO,SÍ,NO,MICRO,NO,1395004-5,-23.409342,-57.440000,RAMOS GENERALES -Ver: Almacenes Ramos Generales
1066,IT PALAZZO,PRESIDENTE FRANCO  C/ CARLOS A. LOPEZ,0,HOMBRE,2,NO,NO,SÍ,MICRO,NO,4223969-9,-23.407885,-57.450514,JOYERIAS
1067,SAN RAMON,MARCELINO MEDINA ,971554979,HOMBRE,0,NO,SÍ,NO,MICRO,SÍ,4039139-6,-23.403415,-57.440708,BOUTIQUES
1068,NGC CABRAL,MAYOR LORENZO MEDINA C/ PROFESOR CABRAL,240895,HOMBRE,540,NO,SÍ,NO,MICRO,SÍ,1079718-1,-23.408496,-57.438905,IMPRENTAS
1069,GONZALITO ,AVDA BOQUERON Y SCREIBERT,240427,HOMBRE,0,NO,SÍ,NO,MICRO,NO,0,-23.402903,-57.437553,BARES Y COPETINES
1070,TORRIN MANIA,CORONEL PANCHITO LOPEZ ,971836163,MUJER,360,NO,NO,SÍ,MICRO,SÍ,0,-23.413477,-57.440686,HELADERIAS
1071,AUTOSERVICE ADORKAT,MAYOR LORENZO MEDINA C/PROFESOR CABRAL,241011,HOMBRE,156,SÍ,NO,NO,MICRO,SÍ,2229596-8,-23.407668,-57.440429,HOTELES
1072,MBURUKUJA CENTRO DE COMPRAS,BERNARDINO CABALLERO CASI AVDA ,331240997,MUJER,36,NO,SÍ,NO,MICRO,SÍ,5630013-1,-23.409677,-57.440622,BARES Y COPETINES
1073,8 DE DICIEMBRE,MAYOR LORENZO MEDINA C/INT. SCREIBERT,972501769,MUJER,180,NO,SÍ,NO,MICRO,SÍ,0,-23.408516,-57.439442,AUTOMOTORES - Compra-Ventas
1074,LAURI BAZAR,MAYOR LORENZO MEDINA C/INT SCREIBERT,242983,HOMBRE,432,NO,SÍ,NO,MICRO,SÍ,619950-0,-23.408515,-57.439528,ELECTROMECANICAS - Talleres
1075,ÁREA TOP MULTIMARCAS,MAYOR LORENZO MEDINA C/ SCREIBERT,971821802,HOMBRE,96,NO,SÍ,NO,MICRO,SÍ,3857677-5,-23.408732,-57.440407,BOUTIQUES
1076,PAISANO,MAYOR LORENZO MEDINA C/ INT. SCREIBERT,241952,MUJER,360,NO,SÍ,NO,MICRO,SÍ,0,-23.408476,-57.439013,DESPENSAS
1077,CHACOMER SAECA,MAYOR LORENZO MEDINA C/ SCREIBERT,331242173,ORGANIZACION,36,SÍ,SÍ,NO,MICRO,NO,8001374244-2,-23.408437,-57.442360,RECEPCIONES - Servicios para
1078,TODO POR 20.000,BERNARDINO CABALLERO C/SCREIBERT,982720486,MUJER,4,NO,SÍ,NO,MICRO,SÍ,0,-23.409352,-57.439957,SERVICIOS DE COMIDA
1079,LORENZO COMERCIAL,INT. SCREIBERT C/AVDA BERNARDINO CABALLERO,976822522,MUJER,36,NO,SÍ,NO,MICRO,SÍ,1873624-6,-23.408437,-57.439120,CARNICERIAS
1080,COMEDOR ÑA SELVA,CNEL PANCHITO LOPEZ C/PROFESOR CABRAL,240579,HOMBRE,12,NO,NO,SÍ,MICRO,SÍ,539523-2,-23.409263,-57.438927,PESCADERIAS
1081,ANDRES AUTOPIEZAS,BERNARDINO CABALLERO ,331240071,HOMBRE,180,NO,SÍ,NO,MICRO,SÍ,476707-1,-23.409303,-57.440300,PESCADERIAS
1082,LUICHI REPUESTOS ,BERNARDINO CABALLERO CASI SCREIBERT,242759,HOMBRE,168,SÍ,SÍ,NO,MICRO,SÍ,2198124-8,-23.409106,-57.440064,AFRECHOS
1083,RELOJERÍA Y JOYERÍA RAMOS ,MAYOR LORENZO MEDINA C/ SCREIBERT ,0,HOMBRE,5,NO,SÍ,NO,,NO,0,-23.408751,-57.440643,HARINA DE TRIGO - Distribucion
1084,RADIO CONCEPCION SRL,SCREIBERT Y PROF GUILLERMO CABRAL,331242254,HOMBRE,636,NO,NO,SÍ,PEQUEÑA,SÍ,80004238-9,-23.413300,-57.439334,CARNICERIAS
1085,PLASTIFER COMERCIAL,BERNARDINO CABALLERO CASI SCREIBERT,975842850,HOMBRE,156,NO,SÍ,NO,MICRO,SÍ,4990038-2,-23.409007,-57.439764,DESPENSAS
1086,NOVEDADES ARAMI,MAYOR LORENZO MEDINA C/ SCREIBERT,973634062,MUJER,132,NO,SÍ,NO,MICRO,SÍ,2864634-7,-23.408712,-57.440450,ELECTRODOMESTICOS
1087,AGROVETERINARIA KOETI,BERNARDINO CABALLERO CASI SCREIBERT,241442,HOMBRE,84,NO,SÍ,NO,MICRO,SÍ,2211317-7,-23.409224,-57.439892,RAMOS GENERALES -Ver: Almacenes Ramos Generales
1088,GUGU COMUNICACIONES,BERNARDINO CABALLERO CASI SCREIBERT,331241113,HOMBRE,24,NO,NO,NO,,,3584543-0,-23.408997,-57.440085,AUTOMOTORES - Auto Flex
1089,COMERCIAL SERVIN 2,MAYOR LORENZO MEDINA CASI SCREIBERT,971724250,HOMBRE,48,NO,SÍ,NO,MICRO,SÍ,1978043-5,-23.408397,-57.440815,MOTOCICLETAS - Repuestos y Accesorios
1090,SINAÍ,MAYOR LORENZO MEDINA C/ SCREIBERT,973651833,HOMBRE,4,NO,SÍ,NO,MICRO,NO,0,-23.408594,-57.440515,COOPERATIVAS
1091,TODO POR 20 MIL,MAYOR LORENZO MEDINA ENTRE AVENIDA PINEDO Y SCREIBERT,992225180,ORGANIZACION,3,SÍ,SÍ,NO,MICRO,SÍ,526793-5,-23.408436,-57.440579,ABOGADOS
1092,ONI SOUND CAR,MAYOR LORENZO MEDINA CASI SCREIBERT,0,HOMBRE,1,NO,SÍ,NO,MICRO,SÍ,0,-23.408810,-57.438841,TOPOGRAFIA
1093,LIBRERIA CULTURA ,AVENIDA PINEDO Y MAYOR LORENZO MEDINA ,242575,MUJER,600,NO,SÍ,NO,MICRO,SÍ,582592-0,-23.409066,-57.441115,ANALISIS CLINICOS - Laboratorios
